"","song_id","title","release","artist_name","year"
"279844","SOCUBFV12AB01810BB","Witch","Ray Guns Are Not Just The Future","the bird and the bee",2009
"279845","SODVFTQ12A58A7AC45","Simple X","Armchair Apocrypha","Andrew Bird",2007
"279846","SOIEYZO12AB0188717","Zebra","The Man in a Blue Turban with Face","Man Man",2004
"279847","SOMXOYT12A8AE46E10","Piazza_ New York Catcher","Juno - Music From The Motion Picture","Belle and Sebastian",0
"279848","SONAISQ12A81C2236D","Forks And Knives (La Fête)","The Flying Club Cup","Beirut",2007
"279849","SOPQQNK12A8C13BF46","Recycled Air (Album)","Give Up","Postal Service",2003
"279850","SORDKXC12A58A7BE61","Shine","Goodbye","Ulrich Schnauss",2007
"279851","SOSKHZD12AC9075514","The False Contender","Let's Get Out Of This Country","Camera Obscura",0
"279852","SOTDDHI12A8C1411D9","Never Content","No Way Down","Air France",2006
"279853","SOTGHQR12A8C1406C5","Coda","A Cork Tale Wake","Chris Bathgate",2006
"279854","SOVOHCH12AB0184593","Ray Gun","Ray Guns Are Not Just The Future","the bird and the bee",2009
"412626","SOLDJQS12A8C140B19","Singing in the Rain","Actors Delight","Gene Kelly",1995
"412627","SONIJFN12A6D4F7A7A","Learning To Fly","Greatest Hits","Tom Petty And The Heartbreakers",1991
"412628","SONKAUE12A8C143EF2","Don't Come Around Here No More","Southern Accents","Tom Petty And The Heartbreakers",1985
"412629","SOOYUDJ12AB01843AF","You Don't Know How It Feels (Album Version)","Wildflowers","Tom Petty",1994
"412630","SOPXRQT12A6701EAC9","The Waiting","Damn The Torpedoes / Southern Accents / Hard Promises","Tom Petty And The Heartbreakers",1981
"412631","SOTHUTZ12A6D4F7A7B","Into The Great Wide Open","Greatest Hits","Tom Petty And The Heartbreakers",1991
"412632","SOUJWJW12A63110848","Sound Check (Gravity)","Gorillaz (Clean)","Gorillaz",2001
"412633","SOURPHM12A67021876","O Green World","Demon Days","Gorillaz",2005
"412634","SOXUJHP12A6D4F57A9","Impossible Germany","Sky Blue Sky","Wilco",2007
"448073","SOBUCWN12AB018A418","Won't Go Quietly","Addicted To Bass 2010","Example",2010
"448074","SOCDOVE12AB01808DE","Handlebars (UK Radio Edit)","Now That's What I Call Music! 71","Flobots",2008
"448075","SODKJWI12A8151BD74","From The Ritz To The Rubble","Whatever People Say I Am_ That's What I'm Not","Arctic Monkeys",2004
"448076","SOGOFTS12AB018CF75","This Ain't A Love Song","This Ain't A Love Song","Scouting for Girls",2010
"448077","SOMCAFM12A58A7B024","Who Can Compare","Let's Not Forget The Story","Foolish Things",2006
"448078","SOMIHYA12AB018DD37","Something Good Can Work","Something Good Can Work","Two Door Cinema Club",2009
"448079","SOUFIEH12A8C13A8D1","Teenage Dirtbag","Essential - One For The Lads","Wheatus",2000
"448080","SOXPRYO12A8AE46249","Propane Nightmares","Propane Nightmares","Pendulum",0
"479525","SOAVPPJ12A8C13EFBC","Second Heartbeat","Waking The Fallen","Avenged Sevenfold",2002
"479526","SOCCOOK12A8C13EF91","Unholy Confessions","Waking The Fallen","Avenged Sevenfold",2003
"479527","SODZGPI12AB01871A9","Undone","No One Gets Left Behind","Five Finger Death Punch",2009
"479528","SOEQJBS12A8AE475A4","The Funeral (Album Version)","The Road Mix: Music From The Television Series One Tree Hill Vol. 3","Band Of Horses",0
"479529","SOFGTCQ12AB01812C8","Illuminati","Ya Mama & Song For Shelter","Fatboy Slim",2002
"479530","SOFLJQZ12A6D4FADA6","Tive Sim","Nova Bis-Cartola","Cartola",1974
"479531","SOGSKNQ12A6D4FA43D","Time Is Running Out","Absolution","Muse",0
"479532","SOHJWLZ12A6D4F7756","Full Clip (Explicit)","Full Clip: A Decade Of Gang Starr","Gang Starr",0
"479533","SOHNRJO12A8AE44A2B","Duality (Album Version)","Vol. 3 The Subliminal Verses","Slipknot",0
"479534","SOHQFCZ12AB0181C88","An Ocean Between Us","This Is Who We Are","As I Lay Dying",2007
"479535","SOISUWI12A6D4F5708","Starlight","Starlight","Muse",0
"479536","SOIZLKI12A6D4F7B61","Supermassive Black Hole (Twilight Soundtrack Version)","Music From The Original Motion Picture Soundtrack","Muse",0
"479537","SOIZLKI12A6D4F7B61","Supermassive Black Hole (Album Version)","Supermassive Black Hole","Muse",0
"479538","SOJMYEY12A6D4FB3EB","Love You Down","'80s Soul #1's","Ready For The World",1986
"479539","SOJYNZE12AF72AC894","Nine Steps","Winds Of Creation","Decapitated",1998
"479540","SOLBUDL12A6D4FAB66","Holy Diver (Album Version)","As Daylight Dies","Killswitch Engage",2006
"479541","SOLEMPP12A8AE4640B","Halo (Explicit Album Version)","The Blackening","Machine Head",0
"479542","SOLTYDG12AB017FCD2","To Plant A Seed","To Plant A Seed","We Came As Romans",2009
"479543","SOMDJRE12AF72A7325","Blue Monday","Family Values Tour '98","Orgy",1998
"479544","SOOEEPE12A8AE459A4","The Unforgiven III","Death Magnetic","Metallica",2008
"479545","SOQIZTR12A8C144631","Check My Brain","Check My Brain","Alice In Chains",2009
"479546","SOQZOMP12A6D4FD39D","Dear God (Album Version)","Dear God","Avenged Sevenfold",2007
"479547","SORMTDC12A8C13B7F2","Brompton Cocktail (Album Version)","Avenged Sevenfold","Avenged Sevenfold",2007
"479548","SOSWDMO12A8AE45996","The Day That Never Comes","The Day That Never Comes","Metallica",2008
"479549","SOUVLRM12A8C141A0E","New Born","Origin Of Symmetry","Muse",0
"479550","SOUYXJU12A8AE45993","Broken_ Beat & Scarred","Death Magnetic","Metallica",2008
"479551","SOXDHVL12A6D4FBBE7","Nightly Journey","Nightly Journey","Dim Pees",0
"479552","SOYCWZQ12A6701F1FC","Wotan's Farewell & Magic Fire Music","BRYN","Bryn Terfel / Berliner Philharmoniker / Claudio Abbado",0
"479553","SOYGHUM12AB018139C","Bad Company","War Is The Answer","Five Finger Death Punch",2009
"479554","SOYLZZB12A67AD9791","To Have And To Have Not","Must I Paint You A Picture?: The Essential Billy Bragg","Billy Bragg",1983
"479555","SOYUFEX12AB0182255","Other Towns And Cities","My Maudlin Career","Camera Obscura",0
"501518","SOAKMDU12A8C1346A9","Such Great Heights","Grey's Anatomy Original Soundtrack","The Postal Service",2003
"501519","SOCXEKQ12AAF3B5490","Stripped","For The Masses","Rammstein",1986
"501520","SODHZKU12AB0181E89","Faces","It's Blitz!","Yeah Yeah Yeahs",2009
"501521","SODKKNZ12A8C13E383","It Just Don't Stop","Street Champ","Big Shug",2007
"501522","SOEFSXD12AF72ACED4","Crazy In Love","Dangerously In Love","Beyoncé feat. Jay-Z",2003
"501523","SOEIXJL12AB0189ABA","Kaili","Swim","Caribou",2010
"501524","SOFPZCI12A58A7CF79","Brothers & Sisters","Trouble (B-Side)","Coldplay",1999
"501525","SOGDFMH12A8C138511","L.E.S. Artistes","17 Again - Music From The Motion Picture","Santogold",0
"501526","SOGIFHM12A670207B7","Reel Around The Fountain","The Smiths","The Smiths",1984
"501527","SOHNMNR12AC4686143","Make Me","On The One","All Good Funk Alliance",2003
"501528","SOHPRQX12AB0186127","O.N.E","ODD BLOOD","Yeasayer",2010
"501529","SOHWBGO12A6D4FA87A","We Never Change","Parachutes","Coldplay",2000
"501530","SOJNNUA12A8AE48C7A","Love Shack","Original Hits - Rock","The B-52's",1989
"501531","SOJYWLL12AB018A7AD","Waxing on Decepticon","Fly Casualties","MC Esoteric",0
"501532","SOLJWIQ12A6D4FA875","Sparks","Parachutes","Coldplay",2000
"501533","SOLJZEL12AB018D3B4","Do the whirlwind","Kitsuné Maison Compilation","Architecture In Helsinki",2004
"501534","SOMKHKP12A6D4F8BA7","Ice Cream","Ice Cream","New Young Pony Club",2004
"501535","SOMNOZB12AB0181E7A","Hysteric","It's Blitz!","Yeah Yeah Yeahs",2009
"501536","SONITTJ12A8C137CE7","Rhythm Is A Dancer 08 (Tom Novy Remix)","Rhythm Is A Dancer Volume 08","SNAP!",0
"501537","SONULCN12AB017F8F9","Heaven Knows I'm Miserable Now","The Sound Of The Smiths [Deluxe Edition]","The Smiths",1984
"501538","SOOAAGD12AB017BCDA","Blister In The Sun","Violent Femmes","Violent Femmes",1983
"501539","SOOQOSK12A8C135644","Fireworks (bonus track)","Grey's Anatomy Original Soundtrack","The Whitest Boy Alive",0
"501540","SOOZSVC12AB0182646","All Is Love","All Is Love","Karen O And The Kids",2009
"501541","SOPXKYD12A6D4FA876","Yellow","Yellow","Coldplay",2000
"501542","SOPXKYD12A6D4FA876","Yellow","Deejay 25","Coldplay",2000
"501543","SOQZQTH12AB0189AB8","Sun","Swim","Caribou",2010
"501544","SOSAUVD12A67ADE6AE","I Know It's Over","The Queen Is Dead","The Smiths",1986
"501545","SOSVPIE12A6D4FA873","Shiver","Parachutes","Coldplay",2000
"501546","SOTIDKX12A6D4FA7EA","Daylight","A Rush Of Blood To The Head","Coldplay",2002
"501547","SOUCKDH12A8C138FF5","Don't Panic","Don't Panic","Coldplay",1999
"501548","SOWFIFP12A8C13A9EE","Hearts On Fire","Hearts On Fire","Cut Copy",2007
"501549","SOWKYIJ12AB017B0AA","There Is A Light That Never Goes Out","[500] Days Of Summer - Music From The Motion Picture","The Smiths",1986
"501550","SOWPCTZ12A6310D890","Don't You Want Me (Original Version)","Top Of The Pops - Eighties","The Human League",1995
"501551","SOZBZSY12A6D4FA404","Boys Don't Cry","Starter For 10: Original Motion Picture Soundtrack [International]","The Cure",1979
"501552","SOZEJQH12AB01856B2","Something Good Can Work","Something Good Can Work","Two Door Cinema Club",2009
"501553","SOZYDZR12A8C13F4F0","For You","Shiver","Coldplay",2000
"504736","SOFEBZH12AB017FB35","Que Lloro","Hasta Ahora","Sin Bandera",2007
"504737","SOGHDIA12A6D4F7C96","Voy A Pasarmelo Bien","1984 - 1992 Disco Libro","Hombres G",2006
"504738","SOGJLEH12A8C13EA19","El Capitalismo Foráneo","La Revancha Del Tango","Gotan Project",2001
"504739","SOHVHQE12A8C13AD3A","Carol","Vida Sonora","Spook And The Guay",2002
"504740","SOKGCDN12A6D4F9671","Lo Mismo Que Yo","Grandes Exitos","Bacilos",2006
"504741","SOLASKO12A6310DC51","Misunderstood","Misunderstood","Robbie Williams",2004
"504742","SOLFBXX12A8AE47A51","Surfacing (Live version) (Album Version)","9.0 Live","Slipknot",0
"504743","SOMDSWU12A6D4F7F81","The Kissaway (LP Version)","Team Boo","Mates of State",2003
"504744","SOMSXKI12A8AE469C0","Burn My Shadow","Repo Men [Original Motion Picture Soundtrack]","UNKLE",2007
"504745","SONGFYO12A6D4F678E","Better The Devil You Know (Showgirl Tour)","Showgirl - The Greatest Hits Tour","Kylie Minogue",0
"504746","SOODAJI12A6D4FB0C8","Sin With A Grin (Album Version)","The Sound of Madness","Shinedown",2008
"504747","SOOESBJ12A8C13B117","Käpt'N Horn (Flying Through The Air)","Der König Der Möwen","Guildo Horn",0
"504748","SOPVATE12AB0181330","The Power of the Mind","The Power Of The Mind","Headhunterz",2007
"504749","SORHYAP12AB018A7A5","Yours Alone","I Will Be","Dum Dum Girls",2009
"504750","SORORCZ12A58A80BFF","Devour (Album Version)","The Sound of Madness","Shinedown",2008
"504751","SORVLRC12A8151E078","Proud Mary","Bad Moon Rising Hit Pac","Creedence Clearwater Revival",1969
"504752","SOSJSSU12A6D4F8F41","Victoria (LP Version)","Hit By A Train: The Best Of Old 97's","Old 97's",2006
"504753","SOSQAPQ12A8AE45BBA","The Shape (Album Version)","Iowa","Slipknot",0
"504754","SOTCMDJ12A6D4F8528","The Gift","We Don't Need To Whisper","Angels and Airwaves",2006
"504755","SOVDMUW12A8AE45BC1","Skin Ticket (Album Version)","Iowa","Slipknot",0
"504756","SOZFMHK12AAF3B35B1","Keep Breathing","Snowfall On Judgment Day","Redemption",0
"504845","SOAEYBP12AB0184573","Highway 20 Ride (Album)","The Foundation","Zac Brown Band",2007
"504846","SOAVCTS12A8C13EDF2","Meet the Monster","The Way Of The Fist","Five Finger Death Punch",2007
"504847","SOAZFQH12A8C13D101","Santa Monica","Gasoline","Theory Of A Deadman",2005
"504848","SOBQYWO12AB0181386","My Own Hell","War Is The Answer","Five Finger Death Punch",2009
"504849","SOBTTRJ12A8C141FB4","Stranger than Fiction","The Way Of The Fist","Five Finger Death Punch",2008
"504850","SODZGPI12AB01871A9","Undone","No One Gets Left Behind","Five Finger Death Punch",2009
"504851","SOEAOHH12AB0184568","Different Kind Of Fine (Album)","The Foundation","Zac Brown Band",2007
"504852","SOGJVUF12A8C141F9F","Never Enough","The Way Of The Fist","Five Finger Death Punch",2008
"504853","SOIPCGZ12A8C13C805","Down With The Sickness [Live At The Riviera]","Indestructible","Disturbed",2008
"504854","SOITRPB12A679AE5B2","Cuts Like A Knife","So Far So Good","Bryan Adams",1983
"504855","SOJTSBS12AB0183010","Toes (Album Version)","The Foundation","Zac Brown Band",2007
"504856","SOJYSQP12A8C13EDDF","Salvation","The Way Of The Fist","Five Finger Death Punch",2007
"504857","SOMAKIT12A58A7E292","Bodies","Sinner","Drowning Pool",2001
"504858","SOPOGUP12AB018227A","Succubus","Dying Breed","Five Finger Death Punch",2009
"504859","SOPTLQL12AB018D56F","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","Billionaire [feat. Bruno Mars]","Travie McCoy",0
"504860","SOTQVSE12A6D4F8200","She Hates Me","Come Clean","Puddle Of Mudd",2001
"504861","SOUJZZK12AF72A9DAF","Bulletproof","Hard to See","Five Finger Death Punch",2009
"504862","SOXHPVI12A6D4F903A","It Wasn't Me","Club R&B","Shaggy / Ricardo Ducent",2000
"504863","SOXVULZ12A8C13EDEA","White Knuckles","The Way Of The Fist","Five Finger Death Punch",2007
"504864","SOYGHUM12AB018139C","Bad Company","War Is The Answer","Five Finger Death Punch",2009
"511357","SOAUWYT12A81C206F1","Undo","Vespertine Live","Björk",2001
"511358","SODXJVJ12A8C13B97A","Animals [Live In Atlanta]","All The Right Reasons","Nickelback",2005
"511359","SOJSCKJ12A8C1455E5","Listen To Your Heart","Classic Big Tunes","DHT Feat. Edmée",2004
"511360","SOKJFOA12A6D4F79DF","U Can't Touch This","U Can't Touch This - The Collection","MC Hammer",1990
"511361","SOLDUYB12A67020910","When I'm Gone","When I'm Gone Hit Pack","3 Doors Down",2002
"511362","SOMGVYU12A8C1314FF","Sinisten tähtien alla","Tatsum Tisal","J. Karjalainen & Mustat Lasit",0
"511363","SOMGXHN12A58A7929F","But Tonight We Dance","This Is Noise","Rise Against",2006
"511364","SOOCKPO12A67021D10","Smooth Criminal","Teenage dirtbag","Alien Ant Farm",2001
"511365","SOOPGMV12A6D4FD13A","Queen Of Memphis (Dance Mix)","Rockin' Country Party Pack","Confederate Railroad",2000
"511366","SORJICW12A8C13640D","Mercy:The Laundromat","Westing (By Musket and Sextant)","Pavement",1993
"511367","SOSCPOI12A8C139F02","Paralyzer","Them vs. You vs. Me","Finger Eleven",2007
"511368","SOWRMCR12A8C13BA98","Walk On Water Or Drown (Album)","A Lesson In Romantics","Mayday Parade",2007
"511369","SOYIOZB12A58A797FC","This Ain't A Scene_ It's An Arms Race","This Ain't A Scene_ It's An Arms Race","Fall Out Boy",0
"511370","SOZARNI12A67020744","Everything Changes (Album Version)","Chapter V","Staind",2005
"512453","SOAAVUV12AB0186646","STARSTRUKK [FEATURINGKATYPERRY] (Explicit Bonus Version)","WANT","3OH!3",2008
"512454","SOAFTRR12AF72A8D4D","Harder Better Faster Stronger","Discovery","Daft Punk",2007
"512455","SOAXGDH12A8C13F8A1","Dog Days Are Over (Radio Edit)","Now That's What I Call Music! 75","Florence + The Machine",0
"512456","SOAYETG12A67ADA751","Grace Kelly","Big Night Out","MIKA",2008
"512457","SOBADEB12AB018275F","Imma Be","THE E.N.D. (THE ENERGY NEVER DIES)","Black Eyed Peas",2009
"512458","SOBOUPA12A6D4F81F1","Sincerité Et Jalousie","Simple Et Funky","Alliance Ethnik",0
"512459","SOCBMFC12A6701D7BA","Don't Leave Me","The All-American Rejects","The All-American Rejects",2001
"512460","SOCEWMO12A8151CBDE","Foundations","My Songs","Kate Nash",2007
"512461","SODGVGW12AC9075A8D","Somebody To Love","My Worlds","Justin Bieber",2010
"512462","SODGVGW12AC9075A8D","Somebody To Love","My World 2.0","Justin Bieber",2010
"512463","SOECCON12A6D4FDBCE","DONTTRUSTME (Explicit Album Version)","DON'T TRUST ME","3OH!3",2009
"512464","SOEHWGF12A6D4F8B2B","Hips Don't Lie (featuring Wyclef Jean)","Essential R&B Hit Selection","Shakira Featuring Wyclef Jean",0
"512465","SOEHWGF12A6D4F8B2B","Hips Don't Lie","Hitzone 38","Shakira ft. Wyclef Jean",2006
"512466","SOHFJAQ12AB017E4AF","West One (Shine On Me)","The Crack/Grin And Bear It","The Ruts",1980
"512467","SOJPPGA12A58A769A7","Wood Beez","Cupid And Psyche '85","Scritti Politti",1998
"512468","SOJYBJZ12AB01801D0","Shots","Party Rock","LMFAO / Lil Jon",2008
"512469","SOKSMZU12AB01867E9","Starry Eyed","Starry Eyed","Ellie Goulding",2010
"512470","SOKUAGP12A8C133B94","Don't Stop The Music","Don't Stop The Music/ Remixes","Rihanna",2007
"512471","SOKUAGP12A8C133B94","Don't Stop The Music","Kids Party Pac","Rihanna",2007
"512472","SOKUAGP12A8C133B94","Don't Stop The Music","Don't Stop The Music 5 Track EP","Rihanna",2007
"512473","SOLCCSB12A6D4F6CD3","Galaxy","Siren","Zion Train",1995
"512474","SOLRGVL12A8C143BC3","Bulletproof","Bulletproof","La Roux",2009
"512475","SOMNXML12A6D4F8386","One More Time (Short Radio Edit)","Musique Vol 1","Daft Punk",2000
"512476","SOPACYC12AF729D0F7","Get Crazy","Party Rock","LMFAO",2009
"512477","SOPAYPV12AB017DB0C","You've Got The Love","Lungs","Florence + The Machine",2009
"512478","SOPFVER12AB0180FEF","Everytime","B In The Mix - The Remixes","Britney Spears",2003
"512479","SOPTLQL12AB018D56F","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","Billionaire [feat. Bruno Mars]","Travie McCoy",0
"512480","SOSCIZP12AB0181D2F","Alejandro","The Fame Monster","Lady GaGa",2009
"512481","SOUCHPA12AB0184B1A","Rain","Live In A Dive","Subhumans",1983
"512482","SOULHTS12A6D4FAE9C","Call On Me","The Very Best Of Euphoric Dance Breakdown","Eric Prydz",2004
"512483","SOUSMXX12AB0185C24","OMG","OMG - The Remixes","Usher featuring will.i.am",2010
"512484","SOUTAHM12AF72A5B17","Bold As Love","Continuum","John Mayer",0
"512485","SOWEHOM12A6BD4E09E","16 Candles","16 Candles","The Crests",1988
"512486","SOWKUZM12A67AE0D37","Street Justice","The Looks","MSTRKRFT",2006
"512487","SOYDHRV12AB0182B37","The Truth (LP Version)","So..Hows Your Girl","Handsome Boy Modeling School",0
"512488","SOYQLYQ12A6D4F72EA","Malkaus - Alap","Strings of Your Soul","Satish Vyas",0
"514898","SOBDJMW12A8C137318","Thong Song","Ultimate R&B 2008 (Double Album)","Sisqo",1998
"514899","SOBONKR12A58A7A7E0","You're The One","If There Was A Way","Dwight Yoakam",1990
"514900","SOCEWVG12A8C13DCC2","Newjack","Justice","Justice",0
"514901","SOEEIVU12A8C13F3CB","Missed The Boat","We Were Dead Before The Ship Even Sank","Modest Mouse",2007
"514902","SOEOKUD12A58A7D288","Pimpa's Paradise","Welcome to Jamrock","Damian Marley / Stephen Marley / Black Thought",2004
"514903","SOEQLJP12AB018FBC5","Teenager","Modapop","Camera Obscura",0
"514904","SOEXYIG12A6310E188","It's A Sin (2001 Digital Remaster)","Actually","Pet Shop Boys",1987
"514905","SOFFQBG12A6D4F9793","La Camisa Negra","La Camisa Negra","Juanes",2004
"514906","SOFLJQZ12A6D4FADA6","Tive Sim","Nova Bis-Cartola","Cartola",1974
"514907","SOGTDJQ12A8C13324F","A-Punk (Album)","Vampire Weekend","Vampire Weekend",2007
"514908","SOHFJGK12A6D4F5BC0","Three Blind Mice","Stonedhenge","Ten Years After",1969
"514909","SOICKOC12A6701C603","Blurry","Come Clean","Puddle Of Mudd",2001
"514910","SOIEBXT12A8C1341E1","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","Rachmaninov_ Piano Concerto No.3/ Saint-Saëns_ Piano Concerto No.2","Emil Gilels/Orchestre de la Société des Concerts du Conservatoire/André Cluytens",0
"514911","SOIJLDG12A8C135B96","It's Tricky","The Best Year Of My Life: 1987","RUN-DMC",1986
"514912","SOJLVFZ12A58A7880C","Seaside","Inside In / Inside Out","The Kooks",2006
"514913","SOJSAWE12A58A7F76E","Fly (Remastered LP Version)","The Best Of Sugar Ray","Sugar Ray feat. Super Cat",2005
"514914","SOJWVZY12A6D4F6586","Hump de Bump (Album Version)","Hump de Bump","Red Hot Chili Peppers",2007
"514915","SOKQYVG12A58A75445","Wayfaring Stranger","Cold On The Shoulder","Tony Rice",2008
"514916","SOKRQNU12A67ADA22E","Hypnotize(Album Version)","Bad Boy's 10th Anniversary- The Hits","The Notorious B.I.G.",0
"514917","SOKTHPP12A8AE47F2A","Are You Gonna Be My Girl (Album Version)","Get Born","JET",2003
"514918","SOLDJLX12A6D4F9A78","Last Cup Of Sorrow","Album of the Year","Faith No More",1997
"514919","SOMNXML12A6D4F8386","One More Time (Short Radio Edit)","Musique Vol 1","Daft Punk",2000
"514920","SONHWUN12AC468C014","Rianna","The Update Collection Vol. 2","Fisher",0
"514921","SONNSYV12A8C146BEC","Float On","Float On","Modest Mouse",2003
"514922","SOOBGSW12A6D4F9D51","Say It Ain't So","Weezer","Weezer",1994
"514923","SOOBGSW12A6D4F9D51","Say It Ain't So","90s Rock Gold","Weezer",1994
"514924","SOOYUDJ12AB01843AF","You Don't Know How It Feels (Album Version)","Wildflowers","Tom Petty",1994
"514925","SOPTPWD12A6D4FBD4E","Le Soir","Collection Disques Pathé","Line Renaud",0
"514926","SOPUCYA12A8C13A694","Canada","The End Is Here","Five Iron Frenzy",0
"514927","SOPUELG12A6701D215","The Bad Touch","Cool - Rock","Bloodhound Gang",1999
"514928","SOREPNQ12A58A7B49E","Outside (Original LP Version)","Break The Cycle","Staind",2001
"514929","SORFHBD12A58A7C3E3","Girl","Girl","Beck",2005
"514930","SORMLRN12A8C1323C7","Buster","No Doy","moe.",1996
"514931","SORYCIK12AB018535E","The Gymnast_ High Above the Ground","Her Majesty The Decemberists","The Decemberists",2003
"514932","SOSLQQJ12AB017BDCC","Sleepyhead","Manners","Passion Pit",2008
"514933","SOSPXMF12AF72A33E9","Bang Bang","Bang Bang","Dispatch",2000
"514934","SOSYDQC12A8C13A68F","Holland_ 1945","In The Aeroplane Over The Sea","Neutral Milk Hotel",1998
"514935","SOSYOHI12A8C144584","Robot Soul (Radio Edit)","Robot Soul","Cosmo Vitelli",0
"514936","SOTVLQY12A58A798C2","Home","Up From Below","Edward Sharpe & The Magnetic Zeros",2009
"514937","SOULHTS12A6D4FAE9C","Call On Me","The Very Best Of Euphoric Dance Breakdown","Eric Prydz",2004
"514938","SOUSAXA12AF72A73F5","North American Scum","North American Scum","LCD Soundsystem",2007
"514939","SOUUMKG12A6D4FB43D","The Places You Have Come To Fear The Most","The Places You Have Come To Fear The Most","Dashboard Confessional",2001
"514940","SOUWEJS12AB01868A4","Observándonos (Satélites)","Nada Personal","Soda Stereo",1985
"514941","SOVFFSK12A6BD55C96","Australia (Album)","Australia","The Shins",2007
"514942","SOVFMSF12A6310D7E3","Ride Wit Me","Country Grammar","Nelly / City Spud",2001
"514943","SOVXSZO12A8C13FD2C","Crown Royal","The Real Thing Words & Sounds Vol 3 Deluxe Edition","Jill Scott",2007
"514944","SOWCCHF12A81C216F4","Summer","The Crucial Conspiracy","The Dingees",2001
"514945","SOWGXOP12A6701E93A","Without Me","Without Me","Eminem",2002
"514946","SOWMISM12A81C20B93","Rollover D.J. (Album Version)","Get Born","JET",2003
"514947","SOXHPVI12A6D4F903A","It Wasn't Me","Club R&B","Shaggy / Ricardo Ducent",2000
"514948","SOXPFLM12A8AE48C50","Electric Feel","The Anthems","MGMT",2007
"514949","SOZNAJF12A8C13EDD0","P.D.A. (We Just Don't Care)","Once Again","John Legend",2006
"529017","SOEGIYH12A6D4FC0E3","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","Mozart - Eine kleine Nachtmusik","Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner",0
"529018","SOFLJQZ12A6D4FADA6","Tive Sim","Nova Bis-Cartola","Cartola",1974
"529019","SOIRNHL12A6D4F9A50","Chain Hang Low","Jibbs feat. Jibbs","Jibbs",2006
"529020","SOITKRG12A6D4F834E","Armed And Ready (2009 Digital Remaster)","Michael Schenker Group (2009 Digital Remaster + Bonus Tracks)","The Michael Schenker Group",0
"529021","SOJTDUS12A6D4FBF0E","None Shall Pass (Main)","None Shall Pass - Single","Aesop Rock",0
"529022","SONHWUN12AC468C014","Rianna","The Update Collection Vol. 2","Fisher",0
"529023","SOPUCYA12A8C13A694","Canada","The End Is Here","Five Iron Frenzy",0
"529024","SOQQBXR12A6D4F8461","I'm An Actor","Run Run Run","Phoenix",0
"529025","SORHLNA12A6701F0B6","The Look Of Love","Because I Love You","Dusty Springfield",1967
"529026","SOTXFZD12A6D4F73AF","Daytona Demon","Original Hits - Rock","Suzi Quatro",1973
"529027","SOVULAV12A58A7C971","Congratulations_ I Hate You","On Frail Wings of Vanity And Wax","Alesana",2006
"529028","SOZBMIR12A6D4F6CE5","I'd Rather Fuck You (Explicit) (Feat. Eazy-E)","Starring...Eazy E","N.W.A featuring Eazy-E",0
"565193","SOAWFKO129F06933A7","Welcome Home (Sanitarium)","Master Of Puppets","Metallica",1986
"565194","SOCHYVZ12A6D4F5908","Enter Sandman","Metallica","Metallica",1991
"565195","SOCWSNN12A6D4F825C","Some Kind Of Monster","St. Anger","Metallica",2003
"565196","SOFGIVB12A6D4F5923","The Memory Remains","Reload","Metallica / Marianne Faithfull",1997
"565197","SOMAIEW12A6D4F591E","Mama Said","Load","Metallica",1996
"565198","SOOEEPE12A8AE459A4","The Unforgiven III","Death Magnetic","Metallica",2008
"565199","SOSHZYN12A6D4F5925","The Unforgiven II","Reload","Metallica",1997
"565200","SOSWDMO12A8AE45996","The Day That Never Comes","The Day That Never Comes","Metallica",2008
"565201","SOUZJMM12A6D4F5911","The God That Failed","Metallica","Metallica",1991
"565202","SOZDGEW12A8C13E748","One","...And Justice For All","Metallica",1988
"583444","SODBMRI12A8151AF45","Angel","Sleep Through The Static","Jack Johnson",2008
"583445","SOGGBOO12A67AE0EBF","Photograph","Catching Tales","Jamie Cullum",0
"583446","SOHCWEJ12A8C13EBD9","Noam Chomsky Spring Break 2002","The Cold Nose","Department of Eagles",2003
"583447","SOHYDID12A6D4F781C","Ni Tú Ni Nadie (Versión Demo)","Deseo Carnal","Alaska Y Dinarama",1984
"583448","SOIROON12A6701E0B8","Black Hole Sun","True Power-Ballads / 3CD set","Soundgarden",1994
"583449","SOJIDVJ12AF729C7C4","Mellow Mood","Winter Tour '05 - '06","Slightly Stoopid",2004
"583450","SOJLLOM12A8C1437AA","Beauty Beats","Collide","Beats Antique",2008
"583451","SOJYNZE12AF72AC894","Nine Steps","Winds Of Creation","Decapitated",1998
"583452","SOKRZAH12A6D4F7775","Closer To The Heart","Retrospective I (1974-1980)","Rush",0
"583453","SOLMGCH12A8AE47BC1","Why Does It Always Rain On Me?","The Man Who","Travis",0
"583454","SOMYECL12A6701D9C8","Never Know","In Between Dreams","Jack Johnson",2005
"583455","SOOEEAQ12A8AE46374","The Heart Of Life","Continuum","John Mayer",0
"583456","SOOOSTZ12A6D4F777A","Limelight","Spirit Of Radio: Greatest Hits (1974-1987)","Rush",0
"583457","SOQPQWL12A58A7B964","Inaudible Melodies","Brushfire Fairytales","Jack Johnson",2000
